PFAS_1,PFAS_2,Correlation,p_value,Region,Group_1,Group_2,Significance
N_MEFOSAA,PFHPS,0.10,0.66,LWR,Precursor,Legacy Sulfonamides,
N_MEFOSAA,PFDS,0.34,0.13,LWR,Precursor,Legacy Sulfonamides,
PFBA,PFBS,NA,NA,LWR,Short-chain,Short-chain,
PFBA,PFHPA,NA,NA,LWR,Short-chain,Short-chain,
PFBA,PFHXA,0.57,0.01,LWR,Short-chain,Legacy Acids,**
PFBA,PFOA,0.38,0.09,LWR,Short-chain,Legacy Acids,.
PFBA,PFNA,0.21,0.36,LWR,Short-chain,Legacy Acids,
PFBA,PFDA,0.06,0.80,LWR,Short-chain,Legacy Acids,
PFBA,PFDOA,0.11,0.64,LWR,Short-chain,Legacy Acids,
PFBA,PFTRDA,-0.07,0.76,LWR,Short-chain,Legacy Acids,
PFBA,PFTEDA,0.02,0.92,LWR,Short-chain,Legacy Acids,
PFBA,PFUNDA,-0.10,0.68,LWR,Short-chain,Legacy Sulfonates,
PFBA,PFHXS,0.19,0.40,LWR,Short-chain,Legacy Sulfonates,
PFBA,PFOS,0.18,0.44,LWR,Short-chain,Legacy Sulfonates,
PFBA,PFPES,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFBA,PFHPS,0.27,0.23,LWR,Short-chain,Legacy Sulfonamides,
PFBA,PFDS,0.13,0.58,LWR,Short-chain,Legacy Sulfonamides,
PFBS,PFHPA,NA,NA,LWR,Short-chain,Short-chain,
PFBS,PFHXA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFOA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFNA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFDOA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFTRDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFTEDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFBS,PFUNDA,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFBS,PFHXS,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFBS,PFOS,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFBS,PFPES,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFBS,PFHPS,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFBS,PFDS,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFHPA,PFHXA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFOA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFNA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFDOA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFTRDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFTEDA,NA,NA,LWR,Short-chain,Legacy Acids,
PFHPA,PFUNDA,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFHPA,PFHXS,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFHPA,PFOS,NA,NA,LWR,Short-chain,Legacy Sulfonates,
PFHPA,PFPES,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFHPA,PFHPS,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFHPA,PFDS,NA,NA,LWR,Short-chain,Legacy Sulfonamides,
PFHXA,PFOA,0.27,0.23,LWR,Legacy Acids,Legacy Acids,
PFHXA,PFNA,-0.20,0.38,LWR,Legacy Acids,Legacy Acids,
PFHXA,PFDA,0.44,0.04,LWR,Legacy Acids,Legacy Acids,*
PFHXA,PFDOA,0.52,0.01,LWR,Legacy Acids,Legacy Acids,*
PFHXA,PFTRDA,0.38,0.09,LWR,Legacy Acids,Legacy Acids,.
PFHXA,PFTEDA,0.38,0.09,LWR,Legacy Acids,Legacy Acids,.
PFHXA,PFUNDA,0.42,0.06,LWR,Legacy Acids,Legacy Sulfonates,.
PFHXA,PFHXS,0.37,0.10,LWR,Legacy Acids,Legacy Sulfonates,
PFHXA,PFOS,0.53,0.01,LWR,Legacy Acids,Legacy Sulfonates,*
PFHXA,PFPES,NA,NA,LWR,Legacy Acids,Legacy Sulfonamides,
PFHXA,PFHPS,0.56,0.01,LWR,Legacy Acids,Legacy Sulfonamides,**
PFHXA,PFDS,0.31,0.18,LWR,Legacy Acids,Legacy Sulfonamides,
PFOA,PFNA,0.07,0.78,LWR,Legacy Acids,Legacy Acids,
PFOA,PFDA,0.26,0.26,LWR,Legacy Acids,Legacy Acids,
PFOA,PFDOA,0.36,0.11,LWR,Legacy Acids,Legacy Acids,
PFOA,PFTRDA,0.03,0.89,LWR,Legacy Acids,Legacy Acids,
PFOA,PFTEDA,0.17,0.45,LWR,Legacy Acids,Legacy Acids,
PFOA,PFUNDA,0.06,0.81,LWR,Legacy Acids,Legacy Sulfonates,
PFOA,PFHXS,0.43,0.05,LWR,Legacy Acids,Legacy Sulfonates,.
PFOA,PFOS,0.44,0.05,LWR,Legacy Acids,Legacy Sulfonates,*
PFOA,PFPES,NA,NA,LWR,Legacy Acids,Legacy Sulfonamides,
PFOA,PFHPS,0.50,0.02,LWR,Legacy Acids,Legacy Sulfonamides,*
PFOA,PFDS,0.01,0.98,LWR,Legacy Acids,Legacy Sulfonamides,
PFNA,PFDA,0.19,0.40,LWR,Legacy Acids,Legacy Acids,
PFNA,PFDOA,0.03,0.89,LWR,Legacy Acids,Legacy Acids,
PFNA,PFTRDA,0.07,0.77,LWR,Legacy Acids,Legacy Acids,
PFNA,PFTEDA,0.05,0.84,LWR,Legacy Acids,Legacy Acids,
PFNA,PFUNDA,0.16,0.47,LWR,Legacy Acids,Legacy Sulfonates,
PFNA,PFHXS,0.14,0.55,LWR,Legacy Acids,Legacy Sulfonates,
PFNA,PFOS,0.10,0.65,LWR,Legacy Acids,Legacy Sulfonates,
PFNA,PFPES,NA,NA,LWR,Legacy Acids,Legacy Sulfonamides,
PFNA,PFHPS,0.18,0.45,LWR,Legacy Acids,Legacy Sulfonamides,
PFNA,PFDS,-0.29,0.21,LWR,Legacy Acids,Legacy Sulfonamides,
PFDA,PFDOA,0.92,0.00,LWR,Legacy Acids,Legacy Acids,***
PFDA,PFTRDA,0.78,0.00,LWR,Legacy Acids,Legacy Acids,***
PFDA,PFTEDA,0.80,0.00,LWR,Legacy Acids,Legacy Acids,***
PFDA,PFUNDA,0.93,0.00,LWR,Legacy Acids,Legacy Sulfonates,***
PFDA,PFHXS,0.43,0.05,LWR,Legacy Acids,Legacy Sulfonates,.
PFDA,PFOS,0.88,0.00,LWR,Legacy Acids,Legacy Sulfonates,***
PFDA,PFPES,NA,NA,LWR,Legacy Acids,Legacy Sulfonamides,
PFDA,PFHPS,0.79,0.00,LWR,Legacy Acids,Legacy Sulfonamides,***
PFDA,PFDS,0.47,0.03,LWR,Legacy Acids,Legacy Sulfonamides,*
PFDOA,PFTRDA,0.84,0.00,LWR,Legacy Acids,Legacy Acids,***
PFDOA,PFTEDA,0.90,0.00,LWR,Legacy Acids,Legacy Acids,***
PFDOA,PFUNDA,0.88,0.00,LWR,Legacy Acids,Legacy Sulfonates,***
PFDOA,PFHXS,0.49,0.03,LWR,Legacy Acids,Legacy Sulfonates,*
PFDOA,PFOS,0.89,0.00,LWR,Legacy Acids,Legacy Sulfonates,***
PFDOA,PFPES,NA,NA,LWR,Legacy Acids,Legacy Sulfonamides,
PFDOA,PFHPS,0.81,0.00,LWR,Legacy Acids,Legacy Sulfonamides,***
PFDOA,PFDS,0.56,0.01,LWR,Legacy Acids,Legacy Sulfonamides,**
PFTRDA,PFTEDA,0.84,0.00,LWR,Legacy Acids,Legacy Acids,***
PFTRDA,PFUNDA,0.88,0.00,LWR,Legacy Acids,Legacy Sulfonates,***
PFTRDA,PFHXS,0.36,0.11,LWR,Legacy Acids,Legacy Sulfonates,
PFTRDA,PFOS,0.70,0.00,LWR,Legacy Acids,Legacy Sulfonates,***
PFTRDA,PFPES,NA,NA,LWR,Legacy Acids,Legacy Sulfonamides,
PFTRDA,PFHPS,0.62,0.00,LWR,Legacy Acids,Legacy Sulfonamides,**
PFTRDA,PFDS,0.48,0.03,LWR,Legacy Acids,Legacy Sulfonamides,*
PFTEDA,PFUNDA,0.80,0.00,LWR,Legacy Acids,Legacy Sulfonates,***
PFTEDA,PFHXS,0.48,0.03,LWR,Legacy Acids,Legacy Sulfonates,*
PFTEDA,PFOS,0.75,0.00,LWR,Legacy Acids,Legacy Sulfonates,***
PFTEDA,PFPES,NA,NA,LWR,Legacy Acids,Legacy Sulfonamides,
PFTEDA,PFHPS,0.71,0.00,LWR,Legacy Acids,Legacy Sulfonamides,***
PFTEDA,PFDS,0.68,0.00,LWR,Legacy Acids,Legacy Sulfonamides,**
PFUNDA,PFHXS,0.32,0.15,LWR,Legacy Sulfonates,Legacy Sulfonates,
PFUNDA,PFOS,0.81,0.00,LWR,Legacy Sulfonates,Legacy Sulfonates,***
PFUNDA,PFPES,NA,NA,LWR,Legacy Sulfonates,Legacy Sulfonamides,
PFUNDA,PFHPS,0.68,0.00,LWR,Legacy Sulfonates,Legacy Sulfonamides,***
PFUNDA,PFDS,0.39,0.08,LWR,Legacy Sulfonates,Legacy Sulfonamides,.
PFHXS,PFOS,0.68,0.00,LWR,Legacy Sulfonates,Legacy Sulfonates,***
PFHXS,PFPES,NA,NA,LWR,Legacy Sulfonates,Legacy Sulfonamides,
PFHXS,PFHPS,0.82,0.00,LWR,Legacy Sulfonates,Legacy Sulfonamides,***
PFHXS,PFDS,0.33,0.14,LWR,Legacy Sulfonates,Legacy Sulfonamides,
PFOS,PFPES,NA,NA,LWR,Legacy Sulfonates,Legacy Sulfonamides,
PFOS,PFHPS,0.94,0.00,LWR,Legacy Sulfonates,Legacy Sulfonamides,***
PFOS,PFDS,0.48,0.03,LWR,Legacy Sulfonates,Legacy Sulfonamides,*
PFPES,PFHPS,NA,NA,LWR,Legacy Sulfonamides,Legacy Sulfonamides,
PFPES,PFDS,NA,NA,LWR,Legacy Sulfonamides,Legacy Sulfonamides,
PFHPS,PFDS,0.48,0.03,LWR,Legacy Sulfonamides,Legacy Sulfonamides,*
FTSA6_2,FTSA8_2,NA,NA,AIS,Precursor,Precursor,
FTSA6_2,FOSA,NA,NA,AIS,Precursor,Precursor,
FTSA6_2,N_ETFOSAA,NA,NA,AIS,Precursor,Precursor,
FTSA6_2,N_MEFOSAA,NA,NA,AIS,Precursor,Precursor,
FTSA6_2,PFBA,NA,NA,AIS,Precursor,Short-chain,
FTSA6_2,PFBS,NA,NA,AIS,Precursor,Short-chain,
FTSA6_2,PFHPA,NA,NA,AIS,Precursor,Short-chain,
FTSA6_2,PFHXA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA6_2,PFOA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA6_2,PFNA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA6_2,PFDA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA6_2,PFDOA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA6_2,PFTRDA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA6_2,PFTEDA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA6_2,PFUNDA,NA,NA,AIS,Precursor,Legacy Sulfonates,
FTSA6_2,PFHXS,NA,NA,AIS,Precursor,Legacy Sulfonates,
FTSA6_2,PFOS,NA,NA,AIS,Precursor,Legacy Sulfonates,
FTSA6_2,PFPES,NA,NA,AIS,Precursor,Legacy Sulfonamides,
FTSA6_2,PFHPS,NA,NA,AIS,Precursor,Legacy Sulfonamides,
FTSA6_2,PFDS,NA,NA,AIS,Precursor,Legacy Sulfonamides,
FTSA8_2,FOSA,NA,NA,AIS,Precursor,Precursor,
FTSA8_2,N_ETFOSAA,NA,NA,AIS,Precursor,Precursor,
FTSA8_2,N_MEFOSAA,NA,NA,AIS,Precursor,Precursor,
FTSA8_2,PFBA,NA,NA,AIS,Precursor,Short-chain,
FTSA8_2,PFBS,NA,NA,AIS,Precursor,Short-chain,
FTSA8_2,PFHPA,NA,NA,AIS,Precursor,Short-chain,
FTSA8_2,PFHXA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA8_2,PFOA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA8_2,PFNA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA8_2,PFDA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA8_2,PFDOA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA8_2,PFTRDA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA8_2,PFTEDA,NA,NA,AIS,Precursor,Legacy Acids,
FTSA8_2,PFUNDA,NA,NA,AIS,Precursor,Legacy Sulfonates,
FTSA8_2,PFHXS,NA,NA,AIS,Precursor,Legacy Sulfonates,
FTSA8_2,PFOS,NA,NA,AIS,Precursor,Legacy Sulfonates,
FTSA8_2,PFPES,NA,NA,AIS,Precursor,Legacy Sulfonamides,
FTSA8_2,PFHPS,NA,NA,AIS,Precursor,Legacy Sulfonamides,
FTSA8_2,PFDS,NA,NA,AIS,Precursor,Legacy Sulfonamides,
FOSA,N_ETFOSAA,NA,NA,AIS,Precursor,Precursor,
FOSA,N_MEFOSAA,NA,NA,AIS,Precursor,Precursor,
FOSA,PFBA,0.02,0.95,AIS,Precursor,Short-chain,
FOSA,PFBS,0.06,0.82,AIS,Precursor,Short-chain,
FOSA,PFHPA,0.02,0.94,AIS,Precursor,Short-chain,
FOSA,PFHXA,NA,NA,AIS,Precursor,Legacy Acids,
FOSA,PFOA,-0.03,0.92,AIS,Precursor,Legacy Acids,
FOSA,PFNA,-0.02,0.93,AIS,Precursor,Legacy Acids,
FOSA,PFDA,-0.20,0.47,AIS,Precursor,Legacy Acids,
FOSA,PFDOA,-0.18,0.51,AIS,Precursor,Legacy Acids,
FOSA,PFTRDA,0.00,0.99,AIS,Precursor,Legacy Acids,
FOSA,PFTEDA,-0.42,0.12,AIS,Precursor,Legacy Acids,
FOSA,PFUNDA,-0.14,0.62,AIS,Precursor,Legacy Sulfonates,
FOSA,PFHXS,-0.08,0.76,AIS,Precursor,Legacy Sulfonates,
FOSA,PFOS,-0.25,0.37,AIS,Precursor,Legacy Sulfonates,
FOSA,PFPES,0.32,0.25,AIS,Precursor,Legacy Sulfonamides,
FOSA,PFHPS,-0.23,0.42,AIS,Precursor,Legacy Sulfonamides,
FOSA,PFDS,0.01,0.97,AIS,Precursor,Legacy Sulfonamides,
N_ETFOSAA,N_MEFOSAA,NA,NA,AIS,Precursor,Precursor,
N_ETFOSAA,PFBA,NA,NA,AIS,Precursor,Short-chain,
N_ETFOSAA,PFBS,NA,NA,AIS,Precursor,Short-chain,
N_ETFOSAA,PFHPA,NA,NA,AIS,Precursor,Short-chain,
N_ETFOSAA,PFHXA,NA,NA,AIS,Precursor,Legacy Acids,
N_ETFOSAA,PFOA,NA,NA,AIS,Precursor,Legacy Acids,
N_ETFOSAA,PFNA,NA,NA,AIS,Precursor,Legacy Acids,
N_ETFOSAA,PFDA,NA,NA,AIS,Precursor,Legacy Acids,
N_ETFOSAA,PFDOA,NA,NA,AIS,Precursor,Legacy Acids,
N_ETFOSAA,PFTRDA,NA,NA,AIS,Precursor,Legacy Acids,
N_ETFOSAA,PFTEDA,NA,NA,AIS,Precursor,Legacy Acids,
N_ETFOSAA,PFUNDA,NA,NA,AIS,Precursor,Legacy Sulfonates,
N_ETFOSAA,PFHXS,NA,NA,AIS,Precursor,Legacy Sulfonates,
N_ETFOSAA,PFOS,NA,NA,AIS,Precursor,Legacy Sulfonates,
N_ETFOSAA,PFPES,NA,NA,AIS,Precursor,Legacy Sulfonamides,
N_ETFOSAA,PFHPS,NA,NA,AIS,Precursor,Legacy Sulfonamides,
N_ETFOSAA,PFDS,NA,NA,AIS,Precursor,Legacy Sulfonamides,
N_MEFOSAA,PFBA,NA,NA,AIS,Precursor,Short-chain,
N_MEFOSAA,PFBS,NA,NA,AIS,Precursor,Short-chain,
N_MEFOSAA,PFHPA,NA,NA,AIS,Precursor,Short-chain,
N_MEFOSAA,PFHXA,NA,NA,AIS,Precursor,Legacy Acids,
N_MEFOSAA,PFOA,NA,NA,AIS,Precursor,Legacy Acids,
N_MEFOSAA,PFNA,NA,NA,AIS,Precursor,Legacy Acids,
N_MEFOSAA,PFDA,NA,NA,AIS,Precursor,Legacy Acids,
N_MEFOSAA,PFDOA,NA,NA,AIS,Precursor,Legacy Acids,
N_MEFOSAA,PFTRDA,NA,NA,AIS,Precursor,Legacy Acids,
N_MEFOSAA,PFTEDA,NA,NA,AIS,Precursor,Legacy Acids,
N_MEFOSAA,PFUNDA,NA,NA,AIS,Precursor,Legacy Sulfonates,
N_MEFOSAA,PFHXS,NA,NA,AIS,Precursor,Legacy Sulfonates,
N_MEFOSAA,PFOS,NA,NA,AIS,Precursor,Legacy Sulfonates,
N_MEFOSAA,PFPES,NA,NA,AIS,Precursor,Legacy Sulfonamides,
N_MEFOSAA,PFHPS,NA,NA,AIS,Precursor,Legacy Sulfonamides,
N_MEFOSAA,PFDS,NA,NA,AIS,Precursor,Legacy Sulfonamides,
PFBA,PFBS,0.43,0.11,AIS,Short-chain,Short-chain,
PFBA,PFHPA,0.70,0.00,AIS,Short-chain,Short-chain,**
PFBA,PFHXA,NA,NA,AIS,Short-chain,Legacy Acids,
PFBA,PFOA,0.56,0.03,AIS,Short-chain,Legacy Acids,*
PFBA,PFNA,0.78,0.00,AIS,Short-chain,Legacy Acids,***
PFBA,PFDA,0.74,0.00,AIS,Short-chain,Legacy Acids,**
PFBA,PFDOA,0.79,0.00,AIS,Short-chain,Legacy Acids,***
PFBA,PFTRDA,0.79,0.00,AIS,Short-chain,Legacy Acids,***
PFBA,PFTEDA,0.73,0.00,AIS,Short-chain,Legacy Acids,**
PFBA,PFUNDA,0.83,0.00,AIS,Short-chain,Legacy Sulfonates,***
PFBA,PFHXS,0.83,0.00,AIS,Short-chain,Legacy Sulfonates,***
PFBA,PFOS,0.79,0.00,AIS,Short-chain,Legacy Sulfonates,***
PFBA,PFPES,0.34,0.21,AIS,Short-chain,Legacy Sulfonamides,
PFBA,PFHPS,0.74,0.00,AIS,Short-chain,Legacy Sulfonamides,**
PFBA,PFDS,0.76,0.00,AIS,Short-chain,Legacy Sulfonamides,**
PFBS,PFHPA,0.31,0.25,AIS,Short-chain,Short-chain,
PFBS,PFHXA,NA,NA,AIS,Short-chain,Legacy Acids,
PFBS,PFOA,0.31,0.26,AIS,Short-chain,Legacy Acids,
PFBS,PFNA,0.43,0.11,AIS,Short-chain,Legacy Acids,
PFBS,PFDA,0.43,0.11,AIS,Short-chain,Legacy Acids,
PFBS,PFDOA,0.37,0.17,AIS,Short-chain,Legacy Acids,
PFBS,PFTRDA,0.43,0.11,AIS,Short-chain,Legacy Acids,
PFBS,PFTEDA,0.43,0.11,AIS,Short-chain,Legacy Acids,
PFBS,PFUNDA,0.43,0.11,AIS,Short-chain,Legacy Sulfonates,
PFBS,PFHXS,0.25,0.37,AIS,Short-chain,Legacy Sulfonates,
PFBS,PFOS,0.25,0.37,AIS,Short-chain,Legacy Sulfonates,
PFBS,PFPES,-0.07,0.80,AIS,Short-chain,Legacy Sulfonamides,
PFBS,PFHPS,0.06,0.83,AIS,Short-chain,Legacy Sulfonamides,
PFBS,PFDS,0.22,0.44,AIS,Short-chain,Legacy Sulfonamides,
PFHPA,PFHXA,NA,NA,AIS,Short-chain,Legacy Acids,
PFHPA,PFOA,0.96,0.00,AIS,Short-chain,Legacy Acids,***
PFHPA,PFNA,0.95,0.00,AIS,Short-chain,Legacy Acids,***
PFHPA,PFDA,0.90,0.00,AIS,Short-chain,Legacy Acids,***
PFHPA,PFDOA,0.88,0.00,AIS,Short-chain,Legacy Acids,***
PFHPA,PFTRDA,0.89,0.00,AIS,Short-chain,Legacy Acids,***
PFHPA,PFTEDA,0.74,0.00,AIS,Short-chain,Legacy Acids,**
PFHPA,PFUNDA,0.91,0.00,AIS,Short-chain,Legacy Sulfonates,***
PFHPA,PFHXS,0.86,0.00,AIS,Short-chain,Legacy Sulfonates,***
PFHPA,PFOS,0.70,0.00,AIS,Short-chain,Legacy Sulfonates,**
PFHPA,PFPES,0.44,0.10,AIS,Short-chain,Legacy Sulfonamides,.
PFHPA,PFHPS,0.71,0.00,AIS,Short-chain,Legacy Sulfonamides,**
PFHPA,PFDS,0.72,0.00,AIS,Short-chain,Legacy Sulfonamides,**
PFHXA,PFOA,NA,NA,AIS,Legacy Acids,Legacy Acids,
PFHXA,PFNA,NA,NA,AIS,Legacy Acids,Legacy Acids,
PFHXA,PFDA,NA,NA,AIS,Legacy Acids,Legacy Acids,
PFHXA,PFDOA,NA,NA,AIS,Legacy Acids,Legacy Acids,
PFHXA,PFTRDA,NA,NA,AIS,Legacy Acids,Legacy Acids,
PFHXA,PFTEDA,NA,NA,AIS,Legacy Acids,Legacy Acids,
PFHXA,PFUNDA,NA,NA,AIS,Legacy Acids,Legacy Sulfonates,
PFHXA,PFHXS,NA,NA,AIS,Legacy Acids,Legacy Sulfonates,
PFHXA,PFOS,NA,NA,AIS,Legacy Acids,Legacy Sulfonates,
PFHXA,PFPES,NA,NA,AIS,Legacy Acids,Legacy Sulfonamides,
PFHXA,PFHPS,NA,NA,AIS,Legacy Acids,Legacy Sulfonamides,
PFHXA,PFDS,NA,NA,AIS,Legacy Acids,Legacy Sulfonamides,
PFOA,PFNA,0.86,0.00,AIS,Legacy Acids,Legacy Acids,***
PFOA,PFDA,0.82,0.00,AIS,Legacy Acids,Legacy Acids,***
PFOA,PFDOA,0.78,0.00,AIS,Legacy Acids,Legacy Acids,***
PFOA,PFTRDA,0.77,0.00,AIS,Legacy Acids,Legacy Acids,**
PFOA,PFTEDA,0.66,0.01,AIS,Legacy Acids,Legacy Acids,**
PFOA,PFUNDA,0.81,0.00,AIS,Legacy Acids,Legacy Sulfonates,***
PFOA,PFHXS,0.79,0.00,AIS,Legacy Acids,Legacy Sulfonates,***
PFOA,PFOS,0.63,0.01,AIS,Legacy Acids,Legacy Sulfonates,*
PFOA,PFPES,0.43,0.11,AIS,Legacy Acids,Legacy Sulfonamides,
PFOA,PFHPS,0.65,0.01,AIS,Legacy Acids,Legacy Sulfonamides,**
PFOA,PFDS,0.66,0.01,AIS,Legacy Acids,Legacy Sulfonamides,**
PFNA,PFDA,0.96,0.00,AIS,Legacy Acids,Legacy Acids,***
PFNA,PFDOA,0.94,0.00,AIS,Legacy Acids,Legacy Acids,***
PFNA,PFTRDA,0.93,0.00,AIS,Legacy Acids,Legacy Acids,***
PFNA,PFTEDA,0.82,0.00,AIS,Legacy Acids,Legacy Acids,***
PFNA,PFUNDA,0.96,0.00,AIS,Legacy Acids,Legacy Sulfonates,***
PFNA,PFHXS,0.84,0.00,AIS,Legacy Acids,Legacy Sulfonates,***
PFNA,PFOS,0.74,0.00,AIS,Legacy Acids,Legacy Sulfonates,**
PFNA,PFPES,0.31,0.26,AIS,Legacy Acids,Legacy Sulfonamides,
PFNA,PFHPS,0.70,0.00,AIS,Legacy Acids,Legacy Sulfonamides,**
PFNA,PFDS,0.70,0.00,AIS,Legacy Acids,Legacy Sulfonamides,**
PFDA,PFDOA,0.97,0.00,AIS,Legacy Acids,Legacy Acids,***
PFDA,PFTRDA,0.90,0.00,AIS,Legacy Acids,Legacy Acids,***
PFDA,PFTEDA,0.90,0.00,AIS,Legacy Acids,Legacy Acids,***
PFDA,PFUNDA,0.97,0.00,AIS,Legacy Acids,Legacy Sulfonates,***
PFDA,PFHXS,0.75,0.00,AIS,Legacy Acids,Legacy Sulfonates,**
PFDA,PFOS,0.70,0.00,AIS,Legacy Acids,Legacy Sulfonates,**
PFDA,PFPES,0.28,0.31,AIS,Legacy Acids,Legacy Sulfonamides,
PFDA,PFHPS,0.63,0.01,AIS,Legacy Acids,Legacy Sulfonamides,*
PFDA,PFDS,0.67,0.01,AIS,Legacy Acids,Legacy Sulfonamides,**
PFDOA,PFTRDA,0.94,0.00,AIS,Legacy Acids,Legacy Acids,***
PFDOA,PFTEDA,0.93,0.00,AIS,Legacy Acids,Legacy Acids,***
