bird_id,DNA_sex,field_id,date,year,county,nest_no,fws,weight_kg,culman_mm,hallux_mm,bill_mm,primary_mm,foot_mm,Crop,Calculated,Calculated ,age,FTSA10_2,PF3OUDS11CL,FTSA4_2,DIPAP6_2,FTSA6_2,DIPAP8_2,FTSA8_2,CL_9PF3ONS,DONA,FOSA,N_ETFOSA,N_ETFOSAA,N_ETFOSE,N_MEFOSA,N_MEFOSAA,N_MEFOSE,PFBA,PFBS,PFDA,PFDOA,PFDS,PFHPA,PFHPS,PFHXA,PFHXDA,PFHXS,PFMBA,PFMPA,PFNA,PFNS,PFOA,PFODA,PFOS,PFPEA,PFPES,PFTEDA,PFTRDA,PFUNDA,PFEESA,PFDoS,ADONA,HFPO-DA,NFDHA,3:3FTCA,5:3FTCA,6:2FTS,7:3FTCA,TOTAL_PFAS
MC14-001,M,BAEA-MC14-2024-L-001,5/13/24,2024,MANITOWOC,MC-14,0709-05630,3.97,42.7,36.9,30.5,233,135,Empty,-3.192,52.5,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,6.99,2.91,1.44,0,1.75,0,0,1.8,0,0,7.79,0.063,0.847,0,144,0,0,1.41,4.75,5.68,,,,,,,,,,179.52
MC14-002,M,BAEA-MC14-2024-L-002,5/13/24,2024,MANITOWOC,MC-14,0709-05631,3.42,40.6,32.6,29.1,204,131,4-Jan,-5.2028,48.5,48.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,6.52,2.98,0.958,0,1.47,0,0,1.69,0,0,8.01,0.069,1.49,0,128,0,0,1.47,3.63,5.58,,,,,,,,,,162.01
MC17-001-002,M,BAEA-MC17-2024-S-001,5/14/24,2024,MANITOWOC,MC-17,0709-05643,3.29,39.6,30,28.5,135,140,2-Jan,-6.322,38.8,38.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,2.11,0.761,0,1.09,0,0,0.917,0,0,8.62,0.044,0.699,0,132,0,0,0.714,4.95,6.32,,,,,,,,,,167.325
OU06-001,M,BAEA-OU06-2023-M-001,5/18/23,2023,OUTAGAMIE,OU-06a,0709-05666,2.69,36.4,29.2,27.2,111,128,0.5,-7.1036,35.4,35.4,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,4.68,1.17,0.6,0,0.698,0,0,0.488,0,0,3.46,0.102,0.083,0,123,0,0,0.355,0.975,3.15,,,,,,,,,,139.082
OU13-001,M,BAEA-OU13-2023-S-001,5/18/23,2023,OUTAGAMIE,OU-13a,0709-05667,3.31,42.5,33.2,28.3,172,132,0.75,-5.3124,44,44,0.152,0,0,0,0,0,0.163,0,0,0,0,0,0,0,0,0,0.178,0,5.43,1.95,1.08,0,1.28,0,0,1.34,0,0,4.14,0.136,0.215,0,166,0,0,0.803,1.58,3.8,,,,,,,,,,188.247
SB7-002,M,BAEA-SB7-2024-S-002,5/13/24,2024,SHEBOYGAN,SB-07,0709-05640,3.48,42.1,32.3,30.8,185,143,4-Jan,-4.6384,45.8,45.8,0,0,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0,0,0,6.64,1.95,0.982,0,1.21,0,0,1.42,0,0,5.95,0.068,0.602,0,231,0,0,0.607,3.8,5.2,,,,,,,,,,259.517
WI09-001,F,BAEA-WI09-2023-M-001,5/17/23,2023,WINNEBAGO,WI-09,0709-05662,4.55,47.6,37.9,32.6,265,144,0,-2.0288,57,57,0,0,0,0,0,0,0,0,0,0.077,0,0.81,0,0,0,0,0,0,8.76,1.79,0.829,0,0.739,0,0,1.29,0,0,9.39,0.093,0.243,0,118,0,0,0.616,1.76,6.82,,,,,,,,,,151.217
WI09-002,M,BAEA-WI09-2023-S-002,5/17/23,2023,WINNEBAGO,WI-09,0709-05663,4.79,50.5,39.5,33.5,276,147,0,-1.132,58.5,58.5,0.087,0,0,0,0,0,0,0,0,0.08,0,0.704,0,0,0,0,0,0,8.84,2.76,0.948,0,1.01,0,0,1.4,0,0,8.5,0.08,0.156,0,118,0,0,1.06,1.95,6.14,,,,,,,,,,151.715
WI10-001,M,BAEA-WI10-2023-M-001,5/17/23,2023,WINNEBAGO,WI-10a,0709-05664,4.09,43.9,36,32.1,262,137,0,-2.8708,56.6,56.6,0.084,0,0,0,0,0,0,0,0,0.138,0,0.606,0,0,0,0,0,0,8.3,1.57,0.645,0,0.27,0,0,0.356,0,0,2.03,0.067,0,0,109,0,0,0.383,1.28,5.24,,,,,,,,,,129.969
WI10-002,F,BAEA-WI10-2023-S-002,5/17/23,2023,WINNEBAGO,WI-10a,0709-05665,3.86,42.5,36,30.7,241,137,0,-3.4196,53.6,53.6,0.101,0,0,0,0,0,0,0,0,0.138,0,0.44,0,0,0,0,0,0,9.69,1.93,0.832,0,0.45,0,0,0.706,0,0,3.85,0.091,0.031,0,123,0,0,0.433,1.5,6.08,,,,,,,,,,149.272
AD13-001,M,BAEA-AD13-2025-L-001,5/11/25,2025,Adams,AD-13a,0829-04191,2.98,37.4,29.3,25.3,79,127,4-Jan,,,30.96,,0,0,,0,,6.406,0,0,4.562,0,5.624,0,0,0.49,0,0.167,0,10.087,6.91,1.194,0,2.434,0.02,,0.536,0,0,4.02,0.372,0.416,,355.83,0,0,2.687,5.108,7.998,0,0,0,0,0,0,5.789,0,3.34,423.99
AD13-002,M,BAEA-AD13-2025-L-002,5/11/25,2025,Adams,AD-13a,0829-04192,2.47,35.9,25.9,26.4,47,116,Full,,,26.48,,0,0,,0,,8.377,0,0,6.913,0,6.611,0,0,0.818,0,0.165,0,13.701,9.025,1.865,0,3.694,0.021,,0.752,0,0,5.147,0.557,0.459,,502.62,0,0,3.745,6.674,10.504,0,0,0,0,0,0,8.882,0,3.514,594.044
AD13-003,M,BAEA-AD13-2025-L-003,5/11/25,2025,Adams,AD-13a,0829-04193,2.89,39.1,29.3,27.4,89,124,2-Jan,,,32.36,,0,0,,0,,9.535,0,0,6.776,0,5.782,0,0,0.726,0,0.169,0,14.037,8.79,1.495,0,3.614,0.026,,0.744,0,0,5.679,0.564,0.71,,476.76,0,0,3.613,6.208,10.715,0,0,0,0,0,0,5.811,0,2.931,564.685
CO03-001,F,BAEA-CO03-2025-E-001,5/11/25,2025,Columbia,CO-03,0829-04131,4.54,48.9,36.6,32.2,285,143,0,,,59.8,,0,0,,0,,2.825,0,0,2.717,0,1.863,0,0,0.225,0,0.061,0,8.607,7.356,0.479,0,0.887,0.016,,0.3,0,0,2.286,0.372,0,,258.89,0,0,1.454,3.856,8.872,0,0,0,0,0,0,0.517,0,0.807,302.39
CO03-002,M,BAEA-CO03-2025-E-002,5/11/25,2025,Columbia,CO-03,0829-04132,3.34,47,34.9,30,275,123,0,,,58.4,,0,0,,0,,3.009,0,0,2.735,0,1.49,0,0,0.183,0,0.071,0,8.276,7.099,0.462,0,0.725,0.018,,0.29,0,0,1.753,0.362,0,,255.46,0,0,1.5,3.762,8.37,0,0,0,0,0,0,0.731,0,0.828,297.124
CR03-001,F,BAEA-CR03-2025-S-001,5/8/25,2025,Crawford,CR-03,0829-04164,3.36,45.2,33.5,31.7,125,140,0,,,37.4,,0,0,,0,,0.595,0,0,1.103,0,0.847,0,0,0,0,0.069,0,3.97,2.166,0.828,0,0.607,0.016,,0.519,0,0,2.094,0,0.301,,148.46,0,0,0.545,1.233,3.415,0,0,0,0,0,0,0.508,0,0,167.276
CR09-001,M,BAEA-CR09-2025-L-001,5/8/25,2025,Crawford,CR-09a,0829-04170,NA,40.5,32.3,29.1,157,127,0,,,41.88,,0,0,,0,,1.094,0,0,0.834,0,0.452,0,0,0,0,0.08,0,4.834,2.83,3.648,0,0.937,0,,0.876,0,0,3.387,0,0,,180.96,0,0,0.864,1.961,4.448,0,0,0,0,0,0,0.364,0,0,207.569
CR09-002,F,BAEA-CR09-2025-L-002,5/8/25,2025,Crawford,CR-09a,0829-04180,NA,45.6,37.4,32.6,221,145,0,,,50.84,,0,0,,0,,1.024,0,0,1.136,0,0.327,0,0,0,0,0.099,0,3.605,2.495,0.299,0,0.671,0.028,,0.715,0,0,2.404,0,0,,146.73,0,0,0.762,1.781,3.46,0,0,0,0,0,0,0.436,0,0,165.972
CRNew-001,M,BAEA-CRNew-2025-L-001,5/8/25,2025,Crawford,GR-102b,0829-04181,NA,37.9,28.6,26.8,113,127,0,,,35.72,,0,0,,0,,0.966,0,0,0.639,0,0.292,0,0,0,0,0.049,0,2.92,1.648,2.201,0,0.367,0,,0.34,0,0,0.888,0,0,,119.96,0,0,0.394,0.94,2.744,0,0,0,0,0,0,0.178,0,0,134.526
DA07-001,M,BAEA-DA07-2025-E-001,5/10/25,2025,Dane,DO-07a,0829-04176,2.52,38.2,27.2,27,94,138,2-Jan,,,33.06,,0,0,,0,,0.532,0,0,0.85,0,0.168,0,0,0,0,0.071,0,4.445,1.014,0.245,0,0,0,,0.16,0,0,3.842,0,0,,44.276,0,0,0.306,1.133,4.023,0,0,0,0,0,0,0.203,0,0,61.268
DA07-002,F,BAEA-DA07-2025-E-002,5/10/25,2025,Dane,DO-07a,0829-04177,3.21,41.2,30.2,29.8,125,152,0,,,37.4,,0,0,,0,,0.426,0,0,0.576,0,0,0,0,0,0,0.075,0,3.162,0.728,0.167,0,0,0,,0.132,0,0,3.329,0,0,,34.037,0,0,0.259,0.762,2.869,0,0,0,0,0,0,0,0,0,46.522
DA07-003,M,BAEA-DA07-2025-E-003,5/10/25,2025,Dane,DO-07a,0829-04178,3.02,38.5,29.8,29.8,126,141,4-Jan,,,37.54,,0,0,,0,,0.42,0,0,0.719,0,0.196,0,0,0,0,0.077,0,4.627,1.186,0.283,0,0.276,0,,0.149,0,0,4.514,0,0,,48.544,0,0,0.327,1.101,4.052,0,0,0,0,0,0,0,0,0,66.471
GR10-001,M,BAEA-GR10-2025-S-001,5/9/25,2025,Grant,GR-10a,0829-04165,2.87,40.5,30.4,29.7,165,138,0,,,43,,0,0,,0,,2.016,0,0,1.696,0,0.642,0,0,0,0,0.08,0,5.831,2.793,2.606,0,0.698,0.027,,0.321,0,0,1.851,0,0,,172.04,0,0,0.764,1.697,4.717,0,0,0,0,0,0,0.924,0,0.493,199.196
GR10-002,M,BAEA-GR10-2025-S-002,5/9/25,2025,Grant,GR-10a,0829-04166,3,42.4,30.3,30.1,151,142,0,,,41.04,,0,0,,0,,2.491,0,0,1.938,0,0.76,0,0,0,0,0.065,0,6.488,3.246,0.591,0,0.799,0.021,,0.402,0,0,2.065,0.29,0,,220.79,0,0,0.73,1.852,5.264,0,0,0,0,0,0,0.816,0,0.566,249.174
GRNew-001,M,BAEA-GRNew-2025-L-001,5/9/25,2025,Grant,GR-91a,0829-04182,3.13,42,29.3,29.8,180,134,0,,,45.1,,0,0,,0,,1.837,0,0,1.435,0,0.478,0,0,0,0,0.037,0,5.397,2.881,0.488,0,0.574,0.018,,0.341,0,0,2.308,0,0,,166.6,0,0,0.787,2.213,5.547,0,0,0,0,0,0,0.187,0,0,191.128
GRNew-002,M,BAEA-GRNew-2025-L-002,5/9/25,2025,Grant,GR-91a,0829-04183,3.44,43.8,34,30.7,219,124,0,,,50.56,,0,0,,0,,1.969,0,0,1.755,0,0.598,0,0,0,0,0.049,0,6.137,3.067,2.175,0,0.711,0.015,,0.405,0,0,2.079,0,0,,198.37,0,0,0.814,1.875,5.07,0,0,0,0,0,0,0.327,0,0.516,225.932
IO20-001,M,BAEA-IO20-2025-L-001,5/9/25,2025,Iowa,IO-20,0829-04184,3.52,42.9,33.5,29.1,227,127,0,,,51.68,,0,0,,0,,1.924,0,0,1.697,0,0.917,0,0,0,0,0.049,0,8.187,4.001,4.217,0,0.979,0.023,,0.461,0,0,2.84,0,0,,253.02,0,0,1.133,2.307,7.012,0,0,0,0,0,0,0.45,0,0.572,289.789
IO20-002,M,BAEA-IO20-2025-L-002,5/9/25,2025,Iowa,IO-20,0829-04185,3.26,43.5,31.8,29.6,185,127,0,,,45.8,,0,0,,0,,2.323,0,0,1.67,0,1.247,0,0,0.121,0,0.189,0,8.676,4.228,3.74,0,0.975,0.043,,0.413,0,0,2.886,0,0,,271.6,0,0,1.114,2.292,7.141,0,0,0,0,0,0,0.777,0,0.73,310.165
IO20-003,M,BAEA-IO20-2025-L-003,5/9/25,2025,Iowa,IO-20,0829-04186,3.01,42.6,30.6,28.6,163,125,0,,,42.72,,0,0,,0,,2.483,0,0,1.526,0,0.906,0,0,0,0,0.067,0,8.372,4.074,0.859,0,0.843,0,,0.412,0,0,3.107,0.295,0.272,,255.33,0,0,1.042,2.274,6.946,0,0,0,0,0,0,0.596,0,0.754,290.158
IO21-001,M,BAEA-IO21-2025-E-001,5/10/25,2025,Iowa,IO-21,0829-04173,3.39,44.9,34.6,30.6,230,140,0,,,52.1,,0,0,,0,,1.519,0,0,2.288,0,1.317,0,0,0,0,0.056,0,7.391,3.413,0.551,0,1.368,0.018,,1.008,0,0,3.165,0,0.369,,268.06,0,0,0.869,1.874,5.43,0,0,0,0,0,0,0.493,0,0.803,299.992
IO21-003,M,BAEA-IO21-2025-E-003,5/10/25,2025,Iowa,IO-21,0829-04175,3.47,43.4,36.8,30.5,219,146,0,,,50.56,,0,0,,0,,1.906,0,0,2.636,0,1.692,0,0,0.148,0,0.113,0,6.548,3.338,3.017,0,1.036,0.024,,0.891,0,0,2.978,0,0.339,,229.22,0,0,0.853,1.756,4.888,0,0,0,0,0,0,0.576,0,0.645,262.604
IO26-001,F,BAEA-IO26-2025-L-001,5/9/25,2025,Iowa,IO-26,0829-04187,4.24,42.5,34.7,31.2,147,142,Full,,,40.48,,0,0,,0,,1.74,0,0,2.083,0,0.825,0,0,0,0,0.157,0,6.391,3.277,1.693,0,1.151,0.027,,0.669,0,0,2.961,0.309,0.456,,254.71,0,0,0.76,1.971,5.048,0,0,0,0,0,0,0.424,0,0.808,285.46
IO26-002,M,BAEA-IO26-2025-L-002,5/9/25,2025,Iowa,IO-26,0829-04188,3.23,37.9,30.9,28.2,119,128,Full,,,36.56,,0,0,,0,,1.788,0,0,2.082,0,0.946,0,0,0,0,0.21,0,6.152,3.328,0.759,0,1.271,0.042,,0.791,0,0,3.024,0,0.568,,283.31,0,0,0.8,1.77,5.249,0,0,0,0,0,0,0.408,0,0.643,313.141
JU14-001,F,BAEA-JU14-2025-E-001,5/11/25,2025,Juneau,JU-14,0829-04133,3.13,36.4,30.1,30.2,90,143,0,,,32.5,,0,0,,0,,3.736,0,0,5.573,0,5.806,0,0,0.754,0,0.139,0,13.276,10.532,1.659,0,1.222,0.017,,0.257,0,0,3.901,0.468,0.23,,408.55,0,0,4.871,7.961,10.98,0,0,0,0,0,0,6.387,0,2.422,488.741
JU22-001,M,BAEA-JU22-2025-E-001,5/12/25,2025,Juneau,JU-22,0829-04135,3.14,42.7,32.3,28.2,155,138,0,,,41.6,,0,0,,0,,4.79,0,0,5.677,0,5.564,0,0,0.734,0,0.105,0,13.445,10.61,1.634,0,1.586,0.032,,0.347,0,0,5.401,0.452,0,,357.89,0,0,5.181,8.46,10.597,0,0,0,0,0,0,3.982,0,3.824,440.311
JU22-002,M,BAEA-JU22-2025-G-002,5/12/25,2025,Juneau,JU-22,0829-04136,3.33,41.3,32.2,28.7,163,137,0,,,42.72,,0,0,,0,,4.506,0,0,5.898,0,6.044,0,0,0.708,0,0.097,0,11.286,8.657,1.484,0,1.177,0.032,,0.35,0,0,4.44,0.336,0,,289.73,0,0,3.888,6.814,9.187,0,0,0,0,0,0,3.221,0,3.866,361.721
LI24-001,M,BAEA-LI24-2025-L-001,5/14/25,2025,Lincoln,LI-24,0829-04200,3.55,43.5,35.7,32.3,223,136,0,,,51.12,,0,0,,0.828,,13.311,0,0,13.274,0,3.846,0,0,0,0,0.184,0,7.877,15.41,1.915,0,2.793,0.036,,0.499,0,0,5.104,0.728,1.914,,442.81,0,0,4.017,6.865,10.408,0,0,0,0,0,0,0.847,0.828,2.76,536.254
LI30-001,F,BAEA-LI30-2025-E-001,5/14/25,2025,Lincoln,LI-30a,0829-04139,2.59,38.2,27.3,28,65,137,2-Jan,,,29,,0,0,,0,,10.534,0,0,8.947,0,3.579,0,0,0,0,0.128,0,4.462,10.397,,0,1.116,0,,0.28,0,0,2.629,0,1.923,,203.36,0,0,3.271,5.437,5.992,0,0,0,0,0,0,2.406,0,3.037,267.498
LI30-002,M,BAEA-LI30-2025-E-002,5/14/25,2025,Lincoln,LI-30a,0829-04140,2.24,35.8,26.2,24.6,55,131,2-Jan,,,27.6,,0,0,,0,,10.207,0,0,10.372,0,3.503,0,0,0,0,0.172,0,4.815,10.851,0.679,0,1.061,0.028,,0.219,0,0,3.011,0.4,2.107,,215.3,0,0,3.539,5.715,6.562,0,0,0,0,0,0,1.605,0,1.828,281.974
LI31-001,M,BAEA-LI31-2025-L-001,5/14/25,2025,Lincoln,LI31-001,0829-04142,2.48,37.9,27.9,27.4,89,125,4-Jan,,,32.36,,0,0,,0,,31.616,0,0,13.388,0,15.505,0,0,0.426,0,0.094,0,6.317,16.163,1.53,0,2.422,0.029,,0.358,0,0,2.57,0.757,0.605,,410.11,0,0,5.803,8.528,7.409,0,0,0,0,0,0,5.886,0,10.202,539.718
LI31-002,M,BAEA-LI31-2025-L-002,5/14/25,2025,Lincoln,LI31-002,0829-04143,2.09,35.6,25.08,24.7,66,116,0,,,29.14,,0,0,,0,,25.519,0,0,11.258,0,14.714,0,0,0.304,0,0.078,0,5.576,13.173,0.152,0,2.456,0.026,,0.34,0,0,2.421,0.745,0.516,,408.47,0,0,4.522,6.705,6.264,0,0,0,0,0,0,5.231,0,10.233,518.703
LI47-001,M,BAEA-LI47-2025-E-001,5/14/25,2025,Lincoln,LI-47,0829-04137,3.27,40.7,32.9,28.6,152,127,0,,,41.18,,0,0,,0,,13.355,0,0,9.751,0,5.108,0,0,0.151,0,0.1,0,11.234,16.91,0.834,0,2.075,0.018,,0.562,0,0,8.346,0.584,1.751,,434.45,0,0,3.478,6.687,13.76,0,0,0,0,0,0,0.357,0,1.465,530.976
LI47-002,F,BAEA-LI47-2025-S-002,5/14/25,2025,Lincoln,LI-47,0829-04138,3.92,45.9,35.2,32.6,160,137,4-Jan,,,42.3,,0,0,,0,,8.726,0,0,7.731,0,3.813,0,0,0.122,0,0.066,0,8.766,12.479,1.153,0,1.732,0.021,,0.705,0,0,6.673,0.437,2.096,,328.13,0,0,2.547,4.961,10.984,0,0,0,0,0,0,0.303,0,0.832,402.277
MR25-001,M,BAEA-MR25-2025-L-001,5/13/25,2025,Marathon,MR-25,0829-04198,3.36,44.2,32.1,31.9,212,130,4-Jan,,,49.58,,0,0,,0,,0.168,0,0,0.22,0,0,0,0,0,0,0.05,0.052,9.759,2.624,0.745,0,0.901,0.023,,0.276,0,0,15.469,0,0,,121.63,0,0,0.867,4.088,9.829,0,0,0,0,0,0,0,0,0,166.701
MR25-002,F,BAEA-MR25-2025-L-002,5/13/25,2025,Marathon,MR-25,0829-04199,4.49,49.1,36.8,34.4,195,148,2-Jan,,,47.2,,0,0,,0,,0,0,0,0.207,0,0,0,0,0,0,0.058,0.021,6.746,1.878,0.696,0,0.677,0.022,,0.222,0,0,10.064,0,0,,94.702,0,0,0.736,3.098,7.241,0,0,0,0,0,0,0,0,0,126.368
ON07-001,F,BAEA-ON07-2025-S-001,5/15/25,2025,Oneida,ON007-001,0829-05202,2.5,36.6,26.9,25.8,63,142,0,,,28.72,,0,0,,0,,0,0,0,0.25,0,0,0,0,0,0,0.044,0,2.444,0.597,0.12,0,0,0.019,,0.104,0,0,0.731,0,0,,11.988,0,0,0,0.612,2.486,0,0,0,0,0,0,0,0,0,19.395
ON138-001,F,BAEA-ON138-2025-L-001,5/15/25,2025,Oneida,ON-138c,0829-04146,2.18,37.8,26.2,27.4,47,119,Full,,,26.48,,0,0,,0,,0,0,0,0.263,0,0,0,0,0,0,0,0,1.908,0.618,0.796,0,0,0.015,,0.227,0,0,1.312,0,0,,16.299,0,0,0,0.549,2.137,0,0,0,0,0,0,0,0,0,24.124
ON138-002,M,BAEA-ON138-2025-L-002,5/15/25,2025,Oneida,ON-138c,0829-04147,2.73,38.9,29,26.2,109,122,Full,,,35.16,,0,0,,0,,0,0,0,0.236,0,0,0,0,0,0,0.049,0,1.773,0.661,0.872,0,0,0.025,,0.194,0,0,1.219,0,0,,17.397,0,0,0.161,0.59,2.063,0,0,0,0,0,0,0,0,0,25.24
ON31-001,F,BAEA-ON31-2025-E-001,5/15/25,2025,Oneida,ON-31g,0829-04179,3.54,42.8,32.8,31,132,149,4-Mar,,,38.38,,0,0,,0,,3.105,0,0,1.681,0,1.287,0,0,0,0,0.287,0,9.664,2.562,0.171,0.596,7.522,0.039,,1.744,0,0,9.856,0,13.441,,346.42,,0.031,0.61,1.485,6.098,0,0,0,0,0,0,8.145,0,1.029,415.773
ON31-002,F,BAEA-ON31-2025-G-002,5/15/25,2025,Oneida,ON-31g,0829-05201,2.79,39.6,30.5,28.1,80,142,0,,,31.1,,0,0,,0,,3.006,0,0,1.318,0,0.573,0,0,0,0,0.221,0,12.276,3.148,0.186,0.24,9.992,0.02,,1.199,0,0,13.993,0,13.595,,491.64,0,0,0.547,1.684,7.792,0,0,0,0,0,0,13.746,0,0.841,576.017
PT04-001,M,BAEA-PT04-2025-L-001,5/13/25,2025,Portage,PT-04b,0829-04196,3.1,41,32.5,28.1,138,129,0,,,39.22,,0,0,,0,,5.322,0,0,4.094,0,1.838,0,0,0.12,0,0.103,0,9.008,7.194,0.85,0,1.499,0.02,,0.302,0,0,3.256,0,0,,320.05,0,0,2.005,3.666,7.452,0,0,0,0,0,0,1.426,0,0.757,368.962
PT04-002,M,BAEA-PT04-2025-L-002,5/13/25,2025,Portage,PT-04b,0829-04197,3.21,41,31.3,28.6,157,130,0,,,41.88,,0,0,,0,,5.525,0,0,3.848,0,2.378,0,0,0.12,0,0.097,0,8.311,6.936,0.749,0,1.411,0,,0.253,0,0,3.452,0.32,0.22,,275.87,0,0,1.958,3.638,7,0,0,0,0,0,0,1.915,0,0.993,324.994
RI20-001,F,BAEA-RI20-2025-S-001,5/9/25,2025,Richland,RI-20/RI-22,0829-04172,3.42,40.6,31.4,30.7,96,150,Full,,,33.34,,0,0,,0,,1.074,0,0,1.171,0,0.549,0,0,0.24,0,0.082,0,3.235,1.643,0.777,0,0.395,0.022,,0.3,0,0,1.467,0,0.333,,116.08,0,0,0.39,0.943,2.586,0,0,0,0,0,0,1.193,0,0,132.48
SK02-001,M,BAEA-SK02-2025-L-001,5/10/25,2025,Sauk,SK-02,0829-04189,3.2,42.6,31.1,27.8,154,132,0,,,41.46,,0,0,,0,,1.409,0,0,1.977,0,0.97,0,0,0.17,0,0.08,0,6.547,4.331,2.362,0,0.723,0.033,,0.287,0,0,2.51,0,0.239,,196.81,0,0,1.199,2.439,5.708,0,0,0,0,0,0,0.248,0,0.561,228.603
SK02-002,M,BAEA-SK02-2025-L-002,5/10/25,2025,Sauk,SK-02,0829-04190,2.72,38,30.6,27.9,99,129,0,,,33.76,,0,0,,0,,1.37,0,0,1.57,0,0.525,0,0,0,0,0.072,0,5.024,3.146,2.087,0,0.524,0,,0.309,0,0,1.91,0,0.244,,152.18,0,0,0.836,1.85,4.435,0,0,0,0,0,0,0.382,0,0.492,176.956
WO07-001,F,BAEA-WO07-2025-L-001,5/12/25,2025,Wood,WO-07b,0829-04194,3.66,39.9,31.2,29.8,125,145,0,,,37.4,,0,0,,0,,8.651,0,0,4.692,0,1.86,0,0,0,0,0.092,0,13.434,9.794,1.225,0,1.565,0.022,,0.3,0,0,3.685,0.634,0.395,,416.8,0,0,2.382,4.657,11.498,0,0,0,0,0,0,1.819,0,1.933,485.438
WO07-002,F,BAEA-WO07-2025-L-002,5/12/25,2025,Wood,WO-07b,0829-04195,3.15,38.3,31.1,28.4,98,139,0,,,33.62,,0,0,,0,,8.177,0,0,4.401,0,1.667,0,0,0,0,0.101,0,11.754,9.019,1.116,0,1.461,0.025,,0.259,0,0,2.847,0.491,0.29,,405.31,0,0,2.056,4.1,10.399,0,0,0,0,0,0,1.685,0,1.329,466.487