year,nest_no,n_birds,FTSA8_2_mean,FTSA8_2_sd,FTSA8_2_cv,FTSA8_2_range,FOSA_mean,FOSA_sd,FOSA_cv,FOSA_range,N_ETFOSAA_mean,N_ETFOSAA_sd,N_ETFOSAA_cv,N_ETFOSAA_range,N_MEFOSAA_mean,N_MEFOSAA_sd,N_MEFOSAA_cv,N_MEFOSAA_range,PFBA_mean,PFBA_sd,PFBA_cv,PFBA_range,PFBS_mean,PFBS_sd,PFBS_cv,PFBS_range,PFHPA_mean,PFHPA_sd,PFHPA_cv,PFHPA_range,PFHPS_mean,PFHPS_sd,PFHPS_cv,PFHPS_range,PFDS_mean,PFDS_sd,PFDS_cv,PFDS_range,PFHXS_mean,PFHXS_sd,PFHXS_cv,PFHXS_range,PFNS_mean,PFNS_sd,PFNS_cv,PFNS_range,PFHXA_mean,PFHXA_sd,PFHXA_cv,PFHXA_range,PFDA_mean,PFDA_sd,PFDA_cv,PFDA_range,PFDOA_mean,PFDOA_sd,PFDOA_cv,PFDOA_range,PFNA_mean,PFNA_sd,PFNA_cv,PFNA_range,PFOA_mean,PFOA_sd,PFOA_cv,PFOA_range,PFOS_mean,PFOS_sd,PFOS_cv,PFOS_range,PFPES_mean,PFPES_sd,PFPES_cv,PFPES_range,PFTEDA_mean,PFTEDA_sd,PFTEDA_cv,PFTEDA_range,PFTRDA_mean,PFTRDA_sd,PFTRDA_cv,PFTRDA_range,PFUNDA_mean,PFUNDA_sd,PFUNDA_cv,PFUNDA_range
2024,KE-08,2,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.208,0.011313708,0.054392829,0.016,0,0,NA,0,0,0,NA,0,1.805,0.091923882,0.050927358,0.13,0.608,0.277185858,0.455897793,0.392,0.881,0.001414214,0.001605237,0.002,0.0435,0.06151829,1.414213562,0.087,0,0,NA,0,8.76,0.22627417,0.025830385,0.32,2.41,0.056568542,0.023472424,0.08,8.02,0.325269119,0.040557247,0.46,0.4975,0.078488853,0.157766538,0.111,174,8.485281374,0.048765985,12,0,0,NA,0,0.742,0.005656854,0.007623793,0.008,3.995,1.675843071,0.419485124,2.37,6.135,0.120208153,0.019593831,0.17
2024,MC-06,2,0,0,NA,0,0.206,0.012727922,0.061786029,0.018,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,2.17,0.028284271,0.013034226,0.04,0.8755,0.218495995,0.249567099,0.309,1.695,0.360624458,0.212757793,0.51,0.098,0.005656854,0.057723003,0.008,0,0,NA,0,21.6,0.282842712,0.01309457,0.4,5.285,0.021213203,0.004013851,0.03,14.9,2.828427125,0.189827324,4,0.6265,0.123743687,0.197515861,0.175,217.5,24.74873734,0.113787298,35,0,0,NA,0,1.675,0.049497475,0.029550731,0.07,7.94,0.975807358,0.122897652,1.38,16.3,1.697056275,0.104113882,2.4
2024,MC-14,2,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.1165,0.037476659,0.321688064,0.053,0,0,NA,0,0,0,NA,0,1.61,0.197989899,0.122975092,0.28,1.199,0.340825469,0.284258106,0.482,1.745,0.077781746,0.044574066,0.11,0.066,0.004242641,0.064282435,0.006,0,0,NA,0,6.755,0.332340187,0.049199139,0.47,2.945,0.049497475,0.016807292,0.07,7.9,0.155563492,0.019691581,0.22,1.1685,0.45466966,0.3891054,0.643,136,11.3137085,0.083189033,16,0,0,NA,0,1.44,0.042426407,0.029462783,0.06,4.19,0.791959595,0.189011836,1.12,5.63,0.070710678,0.012559623,0.1
2025,AD-13a,3,8.106,1.582005373,0.195164739,3.129,6.083666667,1.31958112,0.216905559,2.351,6.005666667,0.530153123,0.088275482,0.987,0.678,0.169186288,0.249537298,0.328,0.167,0.002,0.011976048,0.004,0,0,NA,0,0,0,NA,0,3.247333333,0.705502185,0.217255857,1.26,1.518,0.336090762,0.221403664,0.671,0.677333333,0.1224636,0.180802559,0.216,0.497666667,0.108886791,0.218794624,0.192,0.022333333,0.00321455,0.143935086,0.006,12.60833333,2.189992085,0.173694019,3.95,8.241666667,1.159227473,0.140654496,2.115,4.948666667,0.847096413,0.171176697,1.659,0.528333333,0.158790218,0.300549309,0.294,445.07,78.35826759,0.1760583,146.79,0,0,NA,0,3.348333333,0.576521754,0.172181709,1.058,5.996666667,0.8041053,0.134092046,1.566,9.739,1.511436734,0.155194243,2.717
2025,CO-03,2,2.917,0.130107648,0.044603239,0.184,2.726,0.012727922,0.004669084,0.018,1.6765,0.263750829,0.157322296,0.373,0.204,0.029698485,0.145580808,0.042,0.066,0.007071068,0.107137391,0.01,0,0,NA,0,0,0,NA,0,0.806,0.114551299,0.142123199,0.162,0.4705,0.012020815,0.025549023,0.017,0.295,0.007071068,0.023969721,0.01,0.367,0.007071068,0.019267215,0.01,0.017,0.001414214,0.083189033,0.002,8.4415,0.234052345,0.027726393,0.331,7.2275,0.181726443,0.025143749,0.257,2.0195,0.376887914,0.18662437,0.533,0,0,NA,0,257.175,2.425376259,0.00943084,3.43,0,0,NA,0,1.477,0.032526912,0.022022283,0.046,3.809,0.066468037,0.017450259,0.094,8.621,0.354967604,0.04117476,0.502
2025,CR-09a,2,1.059,0.049497475,0.046739825,0.07,0.985,0.213546248,0.216798221,0.302,0.3895,0.088388348,0.226927722,0.125,0,0,NA,0,0.0895,0.013435029,0.150112054,0.019,0,0,NA,0,0,0,NA,0,0.804,0.188090404,0.233943288,0.266,1.9735,2.36810061,1.199949638,3.349,0.7955,0.113844192,0.143110235,0.161,0,0,NA,0,0.014,0.01979899,1.414213562,0.028,4.2195,0.869034234,0.205956685,1.229,2.6625,0.236880772,0.088969304,0.335,2.8955,0.695085966,0.240057319,0.983,0,0,NA,0,163.845,24.20426512,0.147726602,34.23,0,0,NA,0,0.813,0.072124892,0.088714504,0.102,1.871,0.127279221,0.068027376,0.18,3.954,0.6986215,0.176687279,0.988
2025,DO-07a,3,0.459333333,0.063002645,0.137161057,0.112,0.715,0.137043789,0.191669634,0.274,0.121333333,0.106006289,0.873678207,0.196,0,0,NA,0,0.074333333,0.00305505,0.041099334,0.006,0,0,NA,0,0,0,NA,0,0.092,0.159348674,1.732050808,0.276,0.231666667,0.059138256,0.255273048,0.116,0.147,0.014106736,0.09596419,0.028,0,0,NA,0,0,0,NA,0,4.078,0.798481684,0.195802277,1.465,0.976,0.231352545,0.237041542,0.458,3.895,0.594275189,0.152573861,1.185,0,0,NA,0,42.28566667,7.45549008,0.176312464,14.507,0,0,NA,0,0.297333333,0.034818577,0.117102839,0.068,0.998666667,0.205582911,0.205857388,0.371,3.648,0.674789597,0.184975218,1.183
2025,GR-10a,2,2.2535,0.335875721,0.149046249,0.475,1.817,0.171119841,0.094177128,0.242,0.701,0.0834386,0.11902796,0.118,0,0,NA,0,0.0725,0.010606602,0.146297955,0.015,0,0,NA,0,0,0,NA,0,0.7485,0.071417785,0.095414542,0.101,1.5985,1.424820164,0.891348242,2.015,0.3615,0.057275649,0.158438864,0.081,0.145,0.205060967,1.414213562,0.29,0.024,0.004242641,0.176776695,0.006,6.1595,0.464569155,0.075423193,0.657,3.0195,0.320319372,0.106083581,0.453,1.958,0.151320851,0.077283376,0.214,0,0,NA,0,196.415,34.47145558,0.175503172,48.75,0,0,NA,0,0.747,0.024041631,0.032184244,0.034,1.7745,0.109601551,0.061764751,0.155,4.9905,0.386787409,0.077504741,0.547
2025,GR-91a,2,1.903,0.093338095,0.049047869,0.132,1.595,0.22627417,0.141864683,0.32,0.538,0.084852814,0.157718985,0.12,0,0,NA,0,0.043,0.008485281,0.197332125,0.012,0,0,NA,0,0,0,NA,0,0.6425,0.096873629,0.150776076,0.137,1.3315,1.19288914,0.895898716,1.687,0.373,0.045254834,0.121326633,0.064,0,0,NA,0,0.0165,0.00212132,0.128564869,0.003,5.767,0.523259018,0.090733313,0.74,2.974,0.131521861,0.044223894,0.186,2.1935,0.161927453,0.073821497,0.229,0,0,NA,0,182.485,22.46478244,0.123104816,31.77,0,0,NA,0,0.8005,0.019091883,0.023849948,0.027,2.044,0.239002092,0.116928616,0.338,5.3085,0.337289935,0.06353771,0.477
2025,IO-20,3,2.243333333,0.287889446,0.128331105,0.559,1.631,0.091929321,0.056363777,0.171,1.023333333,0.193779084,0.189360668,0.341,0.040333333,0.069859383,1.732050808,0.121,0.101666667,0.076166484,0.749178534,0.14,0,0,NA,0,0,0,NA,0,0.932333333,0.077390783,0.083007633,0.136,2.938666667,1.816767,0.618228335,3.358,0.428666667,0.028005952,0.065332702,0.049,0.098333333,0.170318329,1.732050808,0.295,0.022,0.021517435,0.978065218,0.043,8.411666667,0.246901465,0.029352264,0.489,4.101,0.115883562,0.028257391,0.227,2.944333333,0.142738689,0.04847912,0.267,0.090666667,0.157039273,1.732050808,0.272,259.9833333,10.12641266,0.038950238,18.58,0,0,NA,0,1.096333333,0.048003472,0.043785472,0.091,2.291,0.016522712,0.007212009,0.033,7.033,0.099181652,0.014102325,0.195
2025,IO-21,2,1.7125,0.273650324,0.15979581,0.387,2.462,0.24607316,0.099948481,0.348,1.5045,0.265165043,0.176247951,0.375,0.074,0.104651804,1.414213562,0.148,0.0845,0.040305087,0.476983273,0.057,0,0,NA,0,0,0,NA,0,1.202,0.234759451,0.195307364,0.332,1.784,1.743725322,0.977424508,2.466,0.9495,0.082731493,0.087131641,0.117,0,0,NA,0,0.021,0.004242641,0.202030509,0.006,6.9695,0.596091017,0.085528519,0.843,3.3755,0.053033009,0.015711156,0.075,3.0715,0.132228968,0.043050291,0.187,0.354,0.021213203,0.059924303,0.03,248.64,27.46402738,0.110456996,38.84,0,0,NA,0,0.861,0.011313708,0.013140196,0.016,1.815,0.0834386,0.045971681,0.118,5.159,0.383251875,0.074288016,0.542
2025,IO-26,2,1.764,0.033941125,0.019241001,0.048,2.0825,0.000707107,0.000339547,0.001,0.8855,0.085559921,0.096623287,0.121,0,0,NA,0,0.1835,0.037476659,0.204232476,0.053,0,0,NA,0,0,0,NA,0,1.211,0.084852814,0.070068385,0.12,1.226,0.660437734,0.538693094,0.934,0.73,0.086267027,0.11817401,0.122,0.1545,0.218495995,1.414213562,0.309,0.0345,0.010606602,0.307437731,0.015,6.2715,0.168998521,0.026947065,0.239,3.3025,0.036062446,0.010919741,0.051,2.9925,0.044547727,0.014886459,0.063,0.512,0.079195959,0.154679608,0.112,269.01,20.22325394,0.075176588,28.6,0,0,NA,0,0.78,0.028284271,0.036261886,0.04,1.8705,0.142128463,0.075984209,0.201,5.1485,0.142128463,0.0276058,0.201
2025,JU-22,2,4.648,0.200818326,0.04320532,0.284,5.7875,0.156270599,0.027001399,0.221,5.804,0.339411255,0.058478852,0.48,0.721,0.018384776,0.025498996,0.026,0.101,0.005656854,0.056008458,0.008,0,0,NA,0,0,0,NA,0,1.3815,0.289206674,0.209342507,0.409,1.559,0.106066017,0.068034649,0.15,0.3485,0.00212132,0.006087002,0.003,0.394,0.082024387,0.208183722,0.116,0.032,0,0,0,12.3655,1.526643541,0.123459912,2.159,9.6335,1.380979544,0.143351798,1.953,4.9205,0.679529617,0.138101741,0.961,0,0,NA,0,323.81,48.19639821,0.148841599,68.16,0,0,NA,0,4.5345,0.914289068,0.201629522,1.293,7.637,1.163897762,0.152402483,1.646,9.892,0.997020561,0.100790595,1.41
2025,LI-30a,2,10.3705,0.231223917,0.022296313,0.327,9.6595,1.007627163,0.104314629,1.425,3.541,0.053740115,0.015176536,0.076,0,0,NA,0,0.15,0.031112698,0.207417989,0.044,0,0,NA,0,0,0,NA,0,1.0885,0.038890873,0.035728868,0.055,0.679,NA,NA,0,0.2495,0.043133514,0.172879814,0.061,0.2,0.282842712,1.414213562,0.4,0.014,0.01979899,1.414213562,0.028,4.6385,0.249608694,0.053812373,0.353,10.624,0.321026479,0.030217101,0.454,2.82,0.27011479,0.095785387,0.382,2.015,0.130107648,0.064569552,0.184,209.33,8.442854967,0.040332752,11.94,0,0,NA,0,3.405,0.189504617,0.055654807,0.268,5.576,0.196575685,0.035253889,0.278,6.277,0.403050865,0.064210748,0.57
2025,LI-47,2,11.0405,3.27319729,0.296471835,4.629,8.741,1.428355698,0.163408729,2.02,4.4605,0.915703282,0.205291622,1.295,0.1365,0.020506097,0.150227814,0.029,0.083,0.024041631,0.2896582,0.034,0,0,NA,0,0,0,NA,0,1.9035,0.242537626,0.127416667,0.343,0.9935,0.225567063,0.227042842,0.319,0.6335,0.10111627,0.159615264,0.143,0.5105,0.103944697,0.20361351,0.147,0.0195,0.00212132,0.108785659,0.003,10,1.745139536,0.174513954,2.468,14.6945,3.133190147,0.213221964,4.431,7.5095,1.182989645,0.157532412,1.673,1.9235,0.24395184,0.126827055,0.345,381.29,75.17959298,0.197171688,106.32,0,0,NA,0,3.0125,0.658316413,0.21852827,0.931,5.824,1.220466304,0.209558088,1.726,12.372,1.962928425,0.158658942,2.776
2025,MR-25,2,0.084,0.118793939,1.414213562,0.168,0.2135,0.009192388,0.043055682,0.013,0,0,NA,0,0,0,NA,0,0.054,0.005656854,0.10475656,0.008,0.0365,0.02192031,0.600556444,0.031,0,0,NA,0,0.789,0.158391919,0.200750214,0.224,0.7205,0.034648232,0.04808915,0.049,0.249,0.038183766,0.153348459,0.054,0,0,NA,0,0.0225,0.000707107,0.031426968,0.001,8.2525,2.130512732,0.258165735,3.013,2.251,0.527501659,0.23434103,0.746,12.7665,3.821912152,0.299370395,5.405,0,0,NA,0,108.166,19.0409714,0.176034719,26.928,0,0,NA,0,0.8015,0.092630988,0.115572038,0.131,3.593,0.700035713,0.194833207,0.99,8.535,1.82999235,0.214410351,2.588
2025,ON-138c,2,0,0,NA,0,0.2495,0.019091883,0.076520574,0.027,0,0,NA,0,0,0,NA,0,0.0245,0.034648232,1.414213562,0.049,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.834,0.053740115,0.064436589,0.076,0.2105,0.023334524,0.110852845,0.033,0,0,NA,0,0.02,0.007071068,0.353553391,0.01,1.8405,0.095459415,0.051866023,0.135,0.6395,0.030405592,0.047545882,0.043,1.2655,0.065760931,0.051964386,0.093,0,0,NA,0,16.848,0.776403246,0.046082814,1.098,0,0,NA,0,0.0805,0.113844192,1.414213562,0.161,0.5695,0.028991378,0.050906722,0.041,2.1,0.052325902,0.024917096,0.074
2025,ON-31g,2,3.0555,0.070003571,0.022910676,0.099,1.4995,0.256679762,0.1711769,0.363,0.93,0.504874242,0.542875529,0.714,0,0,NA,0,0.254,0.046669048,0.183736408,0.066,0,0,NA,0,0.418,0.251730014,0.602224914,0.356,8.757,1.74655375,0.199446586,2.47,0.1785,0.010606602,0.059420738,0.015,1.4715,0.385373196,0.2618914,0.545,0,0,NA,0,0.0295,0.013435029,0.455424707,0.019,10.97,1.846962912,0.168364896,2.612,2.855,0.414364574,0.145136453,0.586,11.9245,2.925300754,0.245318525,4.137,13.518,0.108894444,0.008055514,0.154,419.03,102.6860468,0.245056551,145.22,0.0155,0.02192031,1.414213562,0.031,0.5785,0.044547727,0.077005579,0.063,1.5845,0.140714249,0.088806721,0.199,6.945,1.197838887,0.172475002,1.694
2025,PT-04b,2,5.4235,0.143542677,0.026466798,0.203,3.971,0.173948268,0.043804651,0.246,2.108,0.381837662,0.181137411,0.54,0.12,0,0,0,0.1,0.004242641,0.042426407,0.006,0,0,NA,0,0,0,NA,0,1.455,0.062225397,0.042766596,0.088,0.7995,0.071417785,0.089328061,0.101,0.2775,0.034648232,0.124858495,0.049,0.16,0.22627417,1.414213562,0.32,0.01,0.014142136,1.414213562,0.02,8.6595,0.492853426,0.056914767,0.697,7.065,0.18243355,0.025822158,0.258,3.354,0.138592929,0.041321684,0.196,0.11,0.155563492,1.414213562,0.22,297.96,31.23997759,0.104846213,44.18,0,0,NA,0,1.9815,0.033234019,0.016772152,0.047,3.652,0.01979899,0.00542141,0.028,7.226,0.319612265,0.04423087,0.452
2025,SK-02,2,1.3895,0.027577164,0.019846826,0.039,1.7735,0.28779246,0.16227373,0.407,0.7475,0.314662518,0.420953201,0.445,0.085,0.120208153,1.414213562,0.17,0.076,0.005656854,0.074432293,0.008,0,0,NA,0,0,0,NA,0,0.6235,0.140714249,0.225684442,0.199,2.2245,0.194454365,0.087414864,0.275,0.298,0.015556349,0.052202514,0.022,0,0,NA,0,0.0165,0.023334524,1.414213562,0.033,5.7855,1.076923628,0.186141842,1.523,3.7385,0.837921536,0.224133084,1.185,2.21,0.424264069,0.191974692,0.6,0.2415,0.003535534,0.014639892,0.005,174.495,31.55817564,0.180854326,44.63,0,0,NA,0,1.0175,0.256679762,0.252265122,0.363,2.1445,0.416485894,0.194211189,0.589,5.0715,0.900146932,0.177491261,1.273
2025,WO-07b,2,8.414,0.335168614,0.039834634,0.474,4.5465,0.205768073,0.045258567,0.291,1.7635,0.136471609,0.077386793,0.193,0,0,NA,0,0.0965,0.006363961,0.065947783,0.009,0,0,NA,0,0,0,NA,0,1.513,0.073539105,0.048604828,0.104,1.1705,0.077074639,0.06584762,0.109,0.2795,0.028991378,0.103725861,0.041,0.5625,0.10111627,0.179762257,0.143,0.0235,0.00212132,0.090268951,0.003,12.594,1.187939392,0.094325821,1.68,9.4065,0.548007755,0.058258412,0.775,3.266,0.592555483,0.181431562,0.838,0.3425,0.074246212,0.216777261,0.105,411.055,8.124656916,0.019765377,11.49,0,0,NA,0,2.219,0.230516811,0.103883195,0.326,4.3785,0.393858477,0.089952833,0.557,10.9485,0.777110353,0.070978705,1.099